year,Base case diesel consumed,Modeled non-residential ashp
2017,275151.733278,192606.213294
2018,275151.733278,192606.213294
2019,275151.733278,192606.213294
2020,275151.733278,192606.213294
2021,275151.733278,192606.213294
2022,275151.733278,192606.213294
2023,275151.733278,192606.213294
2024,275151.733278,192606.213294
2025,275151.733278,192606.213294
2026,275151.733278,192606.213294
2027,275151.733278,192606.213294
2028,275151.733278,192606.213294
2029,275151.733278,192606.213294
2030,275151.733278,192606.213294
2031,275151.733278,192606.213294
