year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,275152.0,203451.501864
2018,275152.0,203451.501864
2019,275152.0,203451.501864
2020,275152.0,203451.501864
2021,275152.0,203451.501864
2022,275152.0,203451.501864
2023,275152.0,203451.501864
2024,275152.0,203451.501864
2025,275152.0,203451.501864
2026,275152.0,203451.501864
2027,275152.0,203451.501864
2028,275152.0,203451.501864
2029,275152.0,203451.501864
2030,275152.0,203451.501864
2031,275152.0,203451.501864
2032,,
2033,,
2034,,
2035,,
2036,,
