year,Base case diesel consumed,Modeled residential ashp
2017,268777.814299,137364.531393
2018,272240.992696,140827.709789
2019,273395.385494,141982.102588
2020,274549.778293,143136.495387
2021,276858.563891,145445.280985
2022,276858.563891,145445.280985
2023,276858.563891,145445.280985
2024,275704.171092,144290.888186
2025,274549.778293,143136.495387
2026,274549.778293,143136.495387
2027,274549.778293,143136.495387
2028,274549.778293,143136.495387
2029,266469.028701,135055.745795
2030,260697.064706,129283.7818
2031,257233.88631,125820.603403
