year,Base case cost,Modeled non-residential energy efficiency
2017,564070.248035,915292.929951
2018,651432.234304,999189.302651
2019,767914.882663,1111051.13292
2020,826156.206843,1166982.04805
2021,864983.756296,1204269.32481
2022,897340.047507,1235342.05544
2023,916753.822233,1253985.69381
2024,932931.967839,1269522.05913
2025,955581.371686,1291272.97057
2026,981466.404655,1316131.15507
2027,1000880.17938,1334774.79345
2028,1020293.95411,1353418.43183
2029,1042943.35796,1375169.34327
2030,1055885.87444,1387598.43552
2031,1081770.90741,1412456.62003
