year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,275151.733278,198376.642625
2018,275151.733278,198376.642625
2019,275151.733278,198376.642625
2020,275151.733278,198376.642625
2021,275151.733278,198376.642625
2022,275151.733278,198376.642625
2023,275151.733278,198376.642625
2024,275151.733278,198376.642625
2025,275151.733278,198376.642625
2026,275151.733278,198376.642625
2027,275151.733278,198376.642625
2028,275151.733278,198376.642625
2029,275151.733278,198376.642625
2030,275151.733278,198376.642625
2031,275151.733278,198376.642625
