year,Base case cost,Modeled water and wastewater efficiency
2017,4410.22668692,15042.5993106
2018,5352.26606763,15559.0372978
2019,6569.7606829,16232.8181903
2020,7193.9662796,16576.3855294
2021,7630.05742433,16814.0214702
2022,7972.87943507,17003.3888675
2023,8170.62222913,17113.6186892
2024,8311.08451563,17195.0323231
2025,8522.49106286,17315.2836164
2026,8774.2746119,17457.042089
2027,8983.49339073,17572.1544725
2028,9193.10580109,17687.4549021
2029,9247.34269679,17739.2709981
2030,9241.32391975,17752.6088067
2031,9411.99372945,17858.5519963
