year,Base case diesel consumed,Modeled non-residential ashp
2017,128894.577824,90822.0020662
2018,132059.921641,93987.3458839
2019,136280.380065,98207.8043075
2020,140500.838488,102428.262731
2021,144721.296912,106648.721155
2022,148941.755336,110869.179578
2023,154217.328365,116144.752608
2024,158437.786789,120365.211031
2025,163713.359818,125640.784061
2026,167933.818242,129861.242484
2027,173209.391271,135136.815514
2028,177429.849695,139357.273937
2029,182705.422724,144632.846967
2030,187980.995754,149908.419996
2031,193256.568783,155183.993026
