year,population
2003,589.0
2004,570.0
2005,583.0
2006,580.0
2007,563.0
2008,568.0
2009,574.0
2010,577.0
2011,598.0
2012,612.0
2013,626.0
2014,641.0
2015,656.0
2016,672.0
2017,688.0
2018,705.0
2019,723.0
2020,740.0
2021,758.0
2022,777.0
2023,796.0
2024,816.0
2025,836.0
2026,857.0
2027,877.0
2028,898.0
2029,920.0
2030,942.0
2031,964.0
2032,987.0
2033,1009.0
2034,1032.0
2035,1056.0
2036,1080.0
2037,1105.0
2038,1130.0
2039,1155.0
2040,1181.0
