year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,20417.53,899801.17,844639.84,116641.69,861328.93,636023.13
2018,24518.4,959448.21,914033.15,127901.79,906286.28,682342.55
2019,29628.91,1039400.62,1010541.55,142090.9,966548.27,746373.1
2020,33896.88,1074935.02,1072673.06,152022.77,993331.38,786231.52
2021,38114.08,1100316.74,1127582.14,161216.34,1012462.17,820919.43
2022,42351.52,1119353.03,1177977.22,170042.19,1026810.26,852375.77
2023,46603.71,1133312.97,1232998.46,178577.71,1037332.19,886142.51
2024,50877.19,1143465.66,1276676.95,186917.86,1044984.51,912853.06
2025,55422.32,1156156.52,1332019.39,195864.4,1054549.9,946656.73
2026,60229.28,1171385.55,1382154.08,205390.49,1066028.38,977540.62
2027,65065.33,1184076.41,1439150.59,214806.98,1075593.77,1012267.6
2028,69977.22,1195498.18,1486734.0,224269.53,1084202.63,1041300.27
2029,75247.58,1209458.12,1546692.62,234479.01,1094724.56,1077823.08
2030,80352.78,1218341.72,1601667.16,244115.2,1101420.34,1110994.29
2031,86033.61,1233570.75,1664794.64,255067.29,1112898.81,1149428.34
2032,,,1728914.57,,,1188416.37
2033,,,1795624.44,,,1228992.49
2034,,,1863409.45,,,1270168.76
2035,,,1923868.55,,,1306543.84
2036,,,2003174.24,,,1354448.53
