year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,165887.19,2879.7,126908.59,101031.6
2018,168118.52,3243.11,126908.59,103512.7
2019,170426.78,3617.63,126908.59,106820.83
2020,172811.98,4001.92,126908.59,110128.95
2021,175274.13,4396.01,126908.59,113437.08
2022,177813.22,4801.68,126908.59,116745.21
2023,180429.25,5218.69,126908.59,120880.37
2024,183122.23,5646.65,126908.59,124188.49
2025,185815.2,6083.58,126908.59,128323.65
2026,188585.12,6525.27,126908.59,131631.78
2027,191355.03,6973.66,126908.59,135766.94
2028,194201.89,7428.46,126908.59,139075.07
2029,197125.69,7895.74,126908.59,143210.23
2030,200049.49,8369.95,126908.59,147345.39
2031,203050.23,8851.06,126908.59,151480.54
2032,206050.98,,,155615.7
2033,209128.66,,,159750.86
2034,212283.29,,,163886.02
2035,215437.91,,,168021.18
2036,218669.48,,,172983.37
