year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,126908.585731,94541.533441
2018,126908.585731,94541.533441
2019,126908.585731,94541.533441
2020,126908.585731,94541.533441
2021,126908.585731,94541.533441
2022,126908.585731,94541.533441
2023,126908.585731,94541.533441
2024,126908.585731,94541.533441
2025,126908.585731,94541.533441
2026,126908.585731,94541.533441
2027,126908.585731,94541.533441
2028,126908.585731,94541.533441
2029,126908.585731,94541.533441
2030,126908.585731,94541.533441
2031,126908.585731,94541.533441
