year,population
2003,236.0
2004,229.0
2005,233.0
2006,235.0
2007,224.0
2008,241.0
2009,221.0
2010,219.0
2011,224.0
2012,224.0
2013,224.0
2014,223.0
2015,223.0
2016,222.0
2017,222.0
2018,221.0
2019,220.0
2020,220.0
2021,219.0
2022,219.0
2023,218.0
2024,216.0
2025,215.0
2026,214.0
2027,213.0
2028,211.0
2029,210.0
2030,209.0
2031,207.0
2032,207.0
2033,206.0
2034,205.0
2035,203.0
2036,201.0
2037,201.0
2038,200.0
2039,199.0
2040,199.0
