year,Base case diesel consumed,Modeled non-residential ashp
2017,6559.06573271,-7699.77284517
2018,6559.06573271,-7699.77284517
2019,6559.06573271,-7699.77284517
2020,6559.06573271,-7699.77284517
2021,6559.06573271,-7699.77284517
2022,6559.06573271,-7699.77284517
2023,6559.06573271,-7699.77284517
2024,6559.06573271,-7699.77284517
2025,6559.06573271,-7699.77284517
2026,6559.06573271,-7699.77284517
2027,6559.06573271,-7699.77284517
2028,6559.06573271,-7699.77284517
2029,6559.06573271,-7699.77284517
2030,6559.06573271,-7699.77284517
2031,6559.06573271,-7699.77284517
