year,Base case diesel consumed,Modeled residential ashp
2017,6714.74648117,-35702.7803316
2018,6714.74648117,-35702.7803316
2019,6579.96651132,-35837.5603015
2020,6579.96651132,-35837.5603015
2021,6579.96651132,-35837.5603015
2022,6579.96651132,-35837.5603015
2023,6579.96651132,-35837.5603015
2024,6445.18654147,-35972.3402713
2025,6445.18654147,-35972.3402713
2026,6310.40657163,-36107.1202412
2027,6310.40657163,-36107.1202412
2028,6175.62660178,-36241.900211
2029,6175.62660178,-36241.900211
2030,6175.62660178,-36241.900211
2031,6040.84663193,-36376.6801809
