year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,47529.4618312,35171.8017551
2018,47529.4618312,35171.8017551
2019,47529.4618312,35171.8017551
2020,47529.4618312,35171.8017551
2021,47529.4618312,35171.8017551
2022,47529.4618312,35171.8017551
2023,47529.4618312,35171.8017551
2024,47529.4618312,35171.8017551
2025,47529.4618312,35171.8017551
2026,47529.4618312,35171.8017551
2027,47529.4618312,35171.8017551
2028,47529.4618312,35171.8017551
2029,47529.4618312,35171.8017551
2030,47529.4618312,35171.8017551
2031,47529.4618312,35171.8017551
