year,Base case diesel consumed,Modeled non-residential ashp
2017,1629889.76312,1434943.64557
2018,1672877.41759,1477931.30004
2019,1702187.182,1507241.06445
2020,1735404.915,1540458.79745
2021,1772530.61659,1577584.49904
2022,1801840.381,1606894.26345
2023,1829196.16112,1634250.04357
2024,1852643.97265,1657697.8551
2025,1878045.76847,1683099.65092
2026,1907355.53288,1712409.41534
2027,1944481.23447,1749535.11692
2028,1985514.90465,1790568.7871
2029,1967929.046,1772982.92845
2030,1965975.06171,1771028.94416
2031,1977698.96747,1782752.84992
