year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31209.29,1735880.3,2400130.55,44529.6,2573893.41,7113918.25
2018,35342.3,1943822.83,2666951.32,49452.51,2578025.49,7956786.92
2019,40865.54,2229743.8,2998418.47,55970.97,2583707.11,9044651.35
2020,43732.88,2366206.08,3195482.79,59395.44,2586418.79,9649610.57
2021,45849.76,2457180.94,3358187.44,61955.85,2588226.58,10122339.66
2022,47659.55,2535159.38,3495919.79,64139.45,2589776.11,10524673.44
2023,48858.52,2580646.81,3597674.99,65606.78,2590680.0,10806803.6
2024,50004.97,2626134.24,3693096.0,67000.54,2591583.89,11075402.35
2025,51193.54,2671621.66,3793712.13,68449.78,2592487.79,11355817.95
2026,52694.59,2730105.5,3918181.28,70273.67,2593649.94,11706086.11
2027,54192.94,2782091.13,4053586.93,72114.29,2594682.96,12072759.73
2028,55629.89,2827578.56,4191968.02,73892.09,2595586.85,12438255.38
2029,56552.16,2886062.39,4222174.52,74929.42,2596749.0,12580686.4
2030,57149.76,2918553.41,4255353.5,75620.79,2597394.64,12696165.74
2031,58613.14,2983535.45,4355918.1,77363.21,2598685.91,13003341.84
2032,,,4554703.79,,,13521870.52
2033,,,4796579.32,,,14146208.06
2034,,,5048471.17,,,14794370.46
2035,,,5248267.63,,,15301606.55
2036,,,5439797.42,,,15824853.25
