year,Base case cost,Modeled residential energy efficiency
2017,9514048.79211,9766181.7459
2018,10623738.2463,10819214.1035
2019,12043069.8196,12160642.169
2020,12845093.3615,12925484.4912
2021,13480527.1027,13536130.7526
2022,14020593.2304,14054950.4691
2023,14404478.5949,14426442.0937
2024,14768498.3526,14778068.1116
2025,15149530.0803,15146706.0994
2026,15624267.3859,15605508.5966
2027,16126346.6576,16093423.5941
2028,16630223.3968,16584906.5934
2029,16802860.9231,16741609.3113
2030,16951519.2419,16881414.9587
2031,17359259.9357,17271450.3099
2032,18076574.3175,17972829.8832
2033,18942787.3766,18821337.5997
2034,19842841.6331,19703686.5135
2035,20549874.1819,20398325.3224
2036,21264650.6734,21093625.9369
