year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,3667.36,271130.0,271130.0
2004,,3667.36,274440.0,274440.0
2005,,3667.36,286020.0,286020.0
2006,,3667.36,274680.0,274680.0
2007,,3667.36,257460.0,257460.0
2008,,3667.36,275672.0,275672.0
2009,,3667.36,167225.0,167225.0
2010,,3667.36,335452.0,335452.0
2011,,3667.36,320695.0,320695.0
2012,,3667.36,308832.0,308832.0
2013,,3667.36,281946.0,281946.0
2014,start of forecast,3667.36,299000.0,299000.0
2015,,3667.36,299000.0,299000.0
2016,,3667.36,299000.0,299000.0
2017,,3667.36,299000.0,299000.0
2018,,3667.36,299000.0,299000.0
2019,,3667.36,298000.0,298000.0
2020,,3667.36,298000.0,298000.0
2021,,3667.36,298000.0,298000.0
2022,,3667.36,298000.0,298000.0
2023,,3667.36,298000.0,298000.0
2024,,3667.36,298000.0,298000.0
2025,,3667.36,298000.0,298000.0
2026,,3667.36,298000.0,298000.0
2027,,3667.36,298000.0,298000.0
2028,,3667.36,298000.0,298000.0
2029,,3667.36,297000.0,297000.0
2030,,3667.36,297000.0,297000.0
2031,,3667.36,297000.0,297000.0
2032,,3667.36,297000.0,297000.0
2033,,3667.36,297000.0,297000.0
2034,,3667.36,297000.0,297000.0
2035,,3667.36,297000.0,297000.0
2036,,3667.36,297000.0,297000.0
2037,,3667.36,297000.0,297000.0
2038,,3667.36,297000.0,297000.0
2039,,3667.36,296000.0,296000.0
2040,,3667.36,296000.0,296000.0
