year,annotation,diesel generation efficiency
2002,,9.25
2003,,11.14
2004,,11.71
2005,,11.51
2006,,12.21
2007,,11.1
2008,,10.68
2009,,6.64
2010,,10.88
2011,,10.82
2012,,11.72
2013,,12.23
2016,start of forecast,11.59
2017,,11.59
2018,,11.59
2019,,11.59
2020,,11.59
2021,,11.59
2022,,11.59
2023,,11.59
2024,,11.59
2025,,11.59
2026,,11.59
2027,,11.59
2028,,11.59
2029,,11.59
2030,,11.59
2031,,11.59
2032,,11.59
2033,,11.59
2034,,11.59
2035,,11.59
2036,,11.59
2037,,11.59
2038,,11.59
2039,,11.59
2040,,11.59
