year,Base case diesel consumed,Modeled diesel efficiency
2019,25707.2694976,23370.2449978
2020,25707.2694976,23370.2449978
2021,25707.2694976,23370.2449978
2022,25707.2694976,23370.2449978
2023,25707.2694976,23370.2449978
2024,25707.2694976,23370.2449978
2025,25707.2694976,23370.2449978
2026,25707.2694976,23370.2449978
2027,25707.2694976,23370.2449978
2028,25707.2694976,23370.2449978
2029,25621.0034926,23291.8213569
2030,25621.0034926,23291.8213569
2031,25621.0034926,23291.8213569
2032,25621.0034926,23291.8213569
2033,25621.0034926,23291.8213569
2034,25621.0034926,23291.8213569
2035,25621.0034926,23291.8213569
2036,25621.0034926,23291.8213569
2037,25621.0034926,23291.8213569
2038,25621.0034926,23291.8213569
