year,Base case cost,Modeled biomass for heat (cordwood)
2017,128414.272491,159234.552735
2018,141463.912491,168883.620763
2019,159950.902491,182553.133803
2020,168650.662491,188985.845821
2021,174812.992491,193542.350168
2022,179525.362491,197026.735845
2023,182787.772491,199439.002852
2024,185325.202491,201315.210524
2025,188587.612491,203727.477531
2026,192575.002491,206675.803873
2027,195837.412491,209088.07088
2028,198737.332491,211232.308219
2029,202362.232491,213912.604894
2030,204537.172491,215520.782899
2031,208524.562491,218469.10924
2032,,
2033,,
2034,,
2035,,
2036,,
