year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,36249.0,26802.9667446
2018,36249.0,26802.9667446
2019,36249.0,26802.9667446
2020,36249.0,26802.9667446
2021,36249.0,26802.9667446
2022,36249.0,26802.9667446
2023,36249.0,26802.9667446
2024,36249.0,26802.9667446
2025,36249.0,26802.9667446
2026,36249.0,26802.9667446
2027,36249.0,26802.9667446
2028,36249.0,26802.9667446
2029,36249.0,26802.9667446
2030,36249.0,26802.9667446
2031,36249.0,26802.9667446
2032,,
2033,,
2034,,
2035,,
2036,,
