year,Base case cost,Modeled diesel efficiency
2019,88947.1524618,247180.870658
2020,95116.8971412,252789.729458
2021,99487.1329558,256762.671108
2022,102829.07799,259800.802957
2023,105142.732245,261904.125007
2024,106942.24111,263540.042157
2025,109255.895365,265643.364207
2026,112083.69501,268214.091156
2027,114397.349264,270317.413206
2028,116453.930824,272187.032806
2029,118625.246171,274160.955848
2030,120162.50638,275558.46513
2031,122980.816764,278120.565479
2032,125799.127149,280682.665828
2033,128873.647568,283477.684391
2034,131948.167987,286272.702954
2035,133741.638231,287903.130449
2036,137072.368685,290931.067225
2037,138865.83893,292561.49472
2038,141940.359349,295356.513283
