year,Base case diesel consumed,Modeled non-residential ashp
2017,53041.0989183,47556.6827945
2018,53041.0989183,47556.6827945
2019,53041.0989183,47556.6827945
2020,53041.0989183,47556.6827945
2021,53041.0989183,47556.6827945
2022,53041.0989183,47556.6827945
2023,53041.0989183,47556.6827945
2024,53041.0989183,47556.6827945
2025,53041.0989183,47556.6827945
2026,53041.0989183,47556.6827945
2027,51131.730051,45647.3139272
2028,51131.730051,45647.3139272
2029,51131.730051,45647.3139272
2030,51131.730051,45647.3139272
2031,51131.730051,45647.3139272
