year,Base case cost,Modeled non-residential energy efficiency
2017,188855.584487,199419.778238
2018,202560.624678,211953.736553
2019,222254.561853,229956.111018
2020,231697.951284,238618.779199
2021,238160.365019,244517.338696
2022,243202.2285,249125.46815
2023,246516.845758,252136.471587
2024,249497.821455,254900.58027
2025,252812.438712,257911.583708
2026,256907.268691,261659.426465
2027,260528.58192,264977.125873
2028,263202.861646,267434.538585
2029,267297.691625,271182.381342
2030,269665.27538,273333.098083
2031,273760.10536,277080.94084
