year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,28852.14,565524.22,240433.95,-50165.88,-458608.88,-134458.87
2018,31414.62,615691.69,264751.65,-46028.85,-420745.25,-124567.08
2019,34790.87,681821.54,293187.93,-40571.27,-370834.11,-109790.24
2020,36305.02,711465.96,305935.24,-38125.13,-348460.15,-103166.14
2021,37353.24,731989.01,314760.29,-36431.41,-332970.48,-98580.22
2022,38167.42,747951.39,321624.22,-35112.87,-320922.96,-95013.4
2023,38747.85,759353.09,326527.03,-34170.02,-312317.59,-92465.67
2024,39094.66,766194.11,329468.72,-33603.03,-307154.37,-90937.03
2025,39673.77,777595.81,330596.69,-32659.24,-298549.0,-87531.15
2026,40252.55,788997.5,335444.15,-31715.37,-289943.63,-85008.16
2027,40830.95,800399.2,340291.6,-30771.41,-281338.26,-82485.16
2028,41292.4,809520.56,344169.57,-30015.43,-274453.97,-80466.76
2029,41867.38,820922.26,345031.86,-29069.38,-265848.6,-77179.61
2030,42209.4,827763.28,347907.13,-28499.81,-260685.38,-75680.66
2031,42900.48,841445.31,349572.87,-27366.32,-250358.93,-71963.11
2032,,,354309.63,,,-69489.59
2033,,,359993.74,,,-66521.36
2034,,,360468.58,,,-63407.35
2035,,,364213.71,,,-61448.32
2036,,,369831.4,,,-58509.77
