year,Base case diesel consumed,Modeled non-residential ashp
2017,109175.886274,51300.9651179
2018,110422.484465,52547.5633084
2019,110422.484465,52547.5633084
2020,110422.484465,52547.5633084
2021,110422.484465,52547.5633084
2022,110422.484465,52547.5633084
2023,110422.484465,52547.5633084
2024,110422.484465,52547.5633084
2025,109175.886274,51300.9651179
2026,109175.886274,51300.9651179
2027,109175.886274,51300.9651179
2028,109175.886274,51300.9651179
2029,107929.288084,50054.3669274
2030,107929.288084,50054.3669274
2031,106682.689893,48807.7687369
