year,Base case cost,Modeled solar power (pv)
2016,648356.63559,689530.327616
2017,743308.57127,783152.719326
2018,811003.075042,849945.405922
2019,899623.147514,937365.700824
2020,939638.962245,976911.67025
2021,967207.820953,1004195.12638
2022,988062.577991,1024857.26366
2023,1002402.66212,1039095.34595
2024,1009976.61969,1046655.78897
2025,1023281.2639,1059862.80687
2026,1036285.31984,1072771.72253
2027,1049231.57034,1085625.28526
2028,1058880.02057,1095225.0778
2029,1069371.70764,1105628.55014
2030,1074086.46371,1110339.34354
2031,1087573.91762,1123701.98914
2032,1098797.56606,1134844.07255
2033,1112855.84868,1148783.08176
2034,1123604.04738,1159454.53286
2035,1130499.51361,1166314.78729
