year,Base case cost,Modeled wind power
2019,899623.147514,1309578.3728
2020,939638.962245,1343852.16275
2021,967207.820953,1367445.77353
2022,988062.577991,1385208.67106
2023,1002402.66212,1397340.28412
2024,1009976.61969,1403589.15904
2025,1023281.2639,1414685.33219
2026,1036285.31984,1425480.91705
2027,1049231.57034,1436218.69648
2028,1058880.02057,1444100.36986
2029,1069371.70764,1452383.58585
2030,1074086.46371,1455773.25928
2031,1087573.91762,1466610.54791
2032,1098797.56606,1475625.72527
2033,1112855.84868,1487033.8426
2034,1123604.04738,1495573.57023
2035,1130499.51361,1500702.25961
2036,1142799.06577,1510351.64648
2037,1145439.32917,1511666.82723
2038,1156576.99201,1520154.32479
