year,annotation,Average Load
2003,,395.0
2004,,413.0
2005,,396.0
2006,,401.0
2007,,370.0
2008,,382.0
2009,,366.0
2010,,403.0
2011,,380.0
2012,,430.0
2013,,432.0
2014,start of forecast,415.0
2015,,417.0
2016,,418.0
2017,,419.0
2018,,420.0
2019,,421.0
2020,,421.0
2021,,422.0
2022,,422.0
2023,,421.0
2024,,421.0
2025,,420.0
2026,,419.0
2027,,418.0
2028,,417.0
2029,,416.0
2030,,414.0
2031,,412.0
2032,,411.0
2033,,410.0
2034,,408.0
2035,,407.0
2036,,405.0
2037,,403.0
2038,,401.0
2039,,399.0
2040,,397.0
