year,Base case cost,Modeled residential energy efficiency
2017,105975.079694,169774.003418
2018,140184.565172,200622.76865
2019,183397.69369,239405.856846
2020,202769.09613,256791.37914
2021,216180.067049,268827.509959
2022,226610.822209,278188.945041
2023,234061.361609,284875.684385
2024,238531.685248,288887.727991
2025,243065.535671,292657.778358
2026,250435.990293,299264.432925
2027,257806.444915,305871.087491
2028,263702.808613,311156.411145
2029,267852.252104,314542.05458
2030,272226.474011,318457.996453
2031,277609.754095,322924.71647
2032,284820.039162,329371.201482
2033,293472.381243,337106.983496
2034,297061.231293,339932.03349
2035,302765.391525,345025.153677
2036,311321.631873,352664.833959
