year,Base case diesel consumed,Modeled non-residential ashp
2017,1700.23772575,1190.16640751
2018,1700.23772575,1190.16640751
2019,1700.23772575,1190.16640751
2020,1700.23772575,1190.16640751
2021,1700.23772575,1190.16640751
2022,1700.23772575,1190.16640751
2023,1700.23772575,1190.16640751
2024,1700.23772575,1190.16640751
2025,1700.23772575,1190.16640751
2026,1700.23772575,1190.16640751
2027,1700.23772575,1190.16640751
2028,1700.23772575,1190.16640751
2029,1700.23772575,1190.16640751
2030,1700.23772575,1190.16640751
2031,1700.23772575,1190.16640751
