year,Base case cost,Modeled non-residential energy efficiency
2017,15295.7680257,14297.1289665
2018,16125.1357348,15030.2177595
2019,17292.393992,16061.9723571
2020,17876.0231206,16577.849656
2021,18244.6309913,16903.6668973
2022,18551.8042169,17175.1812651
2023,18766.8254748,17365.2413226
2024,18920.4120876,17500.9985065
2025,19135.4333455,17691.0585639
2026,19381.1719259,17908.2700582
2027,19596.1931838,18098.3301156
2028,19749.7797966,18234.0872995
2029,19995.5183771,18451.2987938
2030,20149.1049899,18587.0559777
2031,20394.8435703,18804.2674719
