year,Base case diesel consumed,Modeled residential ashp
2017,38878.3323117,17035.5869277
2018,38878.3323117,17035.5869277
2019,40787.701179,18944.955795
2020,40787.701179,18944.955795
2021,40787.701179,18944.955795
2022,40787.701179,18944.955795
2023,40787.701179,18944.955795
2024,40787.701179,18944.955795
2025,40787.701179,18944.955795
2026,40787.701179,18944.955795
2027,40787.701179,18944.955795
2028,40787.701179,18944.955795
2029,42697.0700463,20854.3246623
2030,42697.0700463,20854.3246623
2031,42697.0700463,20854.3246623
