year,Base case diesel consumed,Modeled residential energy efficiency
2017,21842.7453622,17952.0396384
2018,21842.7453622,17952.0396384
2019,22915.4729071,19024.7671834
2020,22915.4729071,19024.7671834
2021,22915.4729071,19024.7671834
2022,22915.4729071,19024.7671834
2023,22915.4729071,19024.7671834
2024,22915.4729071,19024.7671834
2025,22915.4729071,19024.7671834
2026,22915.4729071,19024.7671834
2027,22915.4729071,19024.7671834
2028,22915.4729071,19024.7671834
2029,23988.200452,20097.4947283
2030,23988.200452,20097.4947283
2031,23988.200452,20097.4947283
2032,23988.200452,20097.4947283
2033,23988.200452,20097.4947283
2034,23988.200452,20097.4947283
2035,23988.200452,20097.4947283
2036,23988.200452,20097.4947283
