year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11935.37,1646899.18,329271.83,47105.66,725054.59,340783.5
2018,12686.58,1741763.32,357078.45,48948.99,751166.88,358326.06
2019,13706.54,1874573.11,392975.05,51449.33,787724.1,381290.75
2020,14216.51,1935286.16,416657.25,52687.58,804435.96,395023.16
2021,14606.35,1980820.95,438054.76,53630.49,816969.87,406909.13
2022,14884.82,2011177.47,450457.99,54298.83,825325.8,413965.84
2023,15107.34,2033944.87,468017.66,54829.16,831592.75,422942.91
2024,15298.95,2052917.7,478469.55,55283.93,836815.21,428534.18
2025,15501.84,2071890.52,495652.63,55762.51,842037.67,437115.58
2026,15791.2,2102247.05,515543.77,56450.42,850393.6,447418.87
2027,16018.9,2121219.88,533224.12,56980.72,855616.06,456168.79
2028,16230.35,2140192.7,551120.67,57475.07,860838.52,464991.98
2029,16518.03,2166754.66,577917.73,58147.91,868149.96,478076.56
2030,16729.56,2181932.93,595416.07,58632.48,872327.93,486496.76
2031,17001.54,2208494.89,615935.96,59269.33,879639.37,496745.09
2032,17275.6,2235056.84,636758.53,59909.55,886950.81,507096.01
2033,17581.14,2265413.37,658876.56,60623.72,895306.75,518154.0
2034,17859.21,2291975.33,680326.12,61270.18,902618.19,528717.4
2035,18079.78,2310948.16,700006.34,61777.38,907840.65,538145.09
2036,18391.05,2341304.68,723075.65,62500.29,916196.58,549525.47
2037,18598.36,2356482.94,742173.89,62969.17,920374.55,558487.88
2038,18912.37,2386839.47,765848.58,63695.61,928730.49,570073.43
2039,19170.39,2409606.86,787624.2,64286.4,934997.44,580479.3
2040,19521.87,2443757.95,813091.6,65097.5,944397.86,592940.45
