year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2446497.0,1183014.0,1263483.0
2004,,2595826.0,1236781.0,1359045.0
2005,,2728562.0,1277588.0,1450974.0
2006,,2922237.0,1354276.0,1567961.0
2007,,2903718.0,1358730.0,1544988.0
2008,,2889748.0,1358265.0,1531483.0
2009,,2992779.0,1398256.0,1594523.0
2010,,3002280.0,1419425.0,1582855.0
2011,,2956398.0,1443031.0,1513367.0
2012,,3119416.0,1466661.0,1652755.0
2013,,3058162.0,1434261.0,1623901.0
2014,start of forecast,3025441.0,1428767.0,1596674.0
2015,,3047565.0,1450890.0,1596674.0
2016,,3075051.0,1478377.0,1596674.0
2017,,3105438.0,1508764.0,1596674.0
2018,,3148359.0,1551685.0,1596674.0
2019,,3181284.0,1584610.0,1596674.0
2020,,3221330.0,1624656.0,1596674.0
2021,,3254112.0,1657437.0,1596674.0
2022,,3285982.0,1689307.0,1596674.0
2023,,3317141.0,1720467.0,1596674.0
2024,,3346116.0,1749441.0,1596674.0
2025,,3380940.0,1784265.0,1596674.0
2026,,3415678.0,1819004.0,1596674.0
2027,,3462796.0,1866122.0,1596674.0
2028,,3500173.0,1903499.0,1596674.0
2029,,3546878.0,1950203.0,1596674.0
2030,,3598404.0,2001730.0,1596674.0
2031,,3634700.0,2038026.0,1596674.0
2032,,3671232.0,2074558.0,1596674.0
2033,,3707956.0,2111282.0,1596674.0
2034,,3744779.0,2148104.0,1596674.0
2035,,3781705.0,2185031.0,1596674.0
2036,,3818680.0,2222006.0,1596674.0
2037,,3862540.0,2265865.0,1596674.0
2038,,3899124.0,2302450.0,1596674.0
2039,,3936924.0,2340250.0,1596674.0
2040,,3975228.0,2378553.0,1596674.0
