year,Base case cost,Modeled wind power
2019,580159.666655,777575.038652
2020,622854.800995,813343.871213
2021,656674.138857,840895.801977
2022,682135.172925,860745.722837
2023,703158.007945,876537.234844
2024,721622.625796,890010.857635
2025,741982.236257,905480.39694
2026,769505.682601,927801.384838
2027,793742.803226,947343.241269
2028,815820.128839,964819.295401
2029,845579.014226,989794.735162
2030,869832.700627,1009765.56015
2031,897629.922678,1032956.5125
2032,925567.190596,1056372.99657
2033,956720.897758,1082952.42025
2034,985777.54859,1107653.29518
2035,1010338.84234,1128212.39176
2036,1042792.09001,1156330.24542
2037,1067449.93247,1177276.54826
2038,1100472.87529,1206114.1709
