year,Base case cost,Modeled biomass for heat (cordwood)
2017,4838613.15726,6039649.74256
2018,5418234.59726,6468260.25528
2019,6215214.07726,7057599.71027
2020,6595590.64726,7338875.35925
2021,6849175.02726,7526392.45856
2022,7066533.06726,7687121.40083
2023,7193325.25726,7780879.95049
2024,7320117.44726,7874638.50015
2025,7446909.63726,7968397.04981
2026,7609928.16726,8088943.75651
2027,7754833.52726,8196096.38469
2028,7881625.71726,8289854.93435
2029,8044644.24726,8410401.64105
2030,8135210.09726,8477372.03367
2031,8316341.79726,8611312.81889
2032,,
2033,,
2034,,
2035,,
2036,,
