year,Base case cost,Modeled diesel efficiency
2019,443816.835725,595526.282359
2020,474987.917833,623863.62973
2021,495768.639238,642755.194644
2022,513580.686157,658947.96457
2023,523971.046859,668393.747027
2024,534361.407562,677839.529483
2025,544751.768265,687285.31194
2026,558110.803454,699429.889385
2027,569985.5014,710225.069336
2028,580375.862102,719670.851793
2029,593734.897291,731815.429237
2030,601156.583507,738562.416706
2031,615999.95594,752056.391645
2032,629358.991129,764200.969089
2033,644202.363561,777694.944028
2034,659045.735993,791188.918966
2035,669436.096696,800634.701423
2036,685763.806371,815478.073856
2037,694669.829831,823574.458819
2038,710997.539506,838417.831251
