year,Base case diesel consumed,Modeled non-residential ashp
2017,1811317.11348,1268029.5911
2018,1811317.11348,1268029.5911
2019,1811317.11348,1268029.5911
2020,1811317.11348,1268029.5911
2021,1811317.11348,1268029.5911
2022,1811317.11348,1268029.5911
2023,1811317.11348,1268029.5911
2024,1811317.11348,1268029.5911
2025,1811317.11348,1268029.5911
2026,1811317.11348,1268029.5911
2027,1811317.11348,1268029.5911
2028,1811317.11348,1268029.5911
2029,1811317.11348,1268029.5911
2030,1811317.11348,1268029.5911
2031,1811317.11348,1268029.5911
