year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,0.0,148132.38,274229.61
2018,108309.93,0.0,148132.38,271981.79
2019,55577.04,0.0,148132.38,271981.79
2020,23720.0,0.0,148132.38,270857.87
2021,54855.06,0.0,148132.38,269733.96
2022,30760.15,0.0,148132.38,267486.13
2023,16541.58,0.0,148132.38,265238.3
2024,12662.2,0.0,148132.38,262990.47
2025,0.0,0.0,148132.38,260742.65
2026,0.0,0.0,148132.38,258494.82
2027,0.0,0.0,148132.38,256246.99
2028,0.0,0.0,148132.38,253999.16
2029,0.0,0.0,148132.38,251751.33
2030,0.0,0.0,148132.38,250627.42
2031,0.0,0.0,148132.38,248379.59
2032,0.0,0.0,148132.38,245007.85
2033,0.0,0.0,148132.38,239388.28
2034,0.0,0.0,148132.38,236016.54
2035,0.0,0.0,148132.38,231520.88
2036,0.0,0.0,148132.38,227025.23
2037,0.0,0.0,148132.38,223653.48
2038,0.0,0.0,148132.38,220281.74
2039,0.0,0.0,148132.38,216910.0
2040,0.0,0.0,148132.38,212414.34
