year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,422362.0,383760.878932
2018,420114.0,381512.878932
2019,420114.0,381512.878932
2020,418990.0,380388.878932
2021,417866.0,379264.878932
2022,415618.0,377016.878932
2023,413370.0,374768.878932
2024,411122.0,372520.878932
2025,408875.0,370273.878932
2026,406627.0,368025.878932
2027,404379.0,365777.878932
2028,402131.0,363529.878932
2029,399883.0,361281.878932
2030,398759.0,360157.878932
2031,396512.0,357910.878932
2032,393140.0,354538.878932
2033,387520.0,348918.878932
2034,384149.0,345547.878932
2035,379653.0,341051.878932
2036,375157.0,336555.878932
