year,Base case cost,Modeled biomass for heat (cordwood)
2017,1549524.72502,1616694.34164
2018,1688317.35945,1740227.86114
2019,1889972.07945,1921646.30616
2020,1985473.12666,2006215.37254
2021,2047005.37387,2059942.81559
2022,2085867.2283,2092582.0816
2023,2111788.46273,2113476.0375
2024,2129082.61716,2126551.33842
2025,2150156.0503,2143055.45626
2026,2183063.43472,2170270.20798
2027,2207388.67915,2189708.74468
2028,2223266.66358,2201505.15179
2029,2250826.418,2223857.62725
2030,2264437.69522,2234223.25579
2031,2295293.94836,2259548.62719
2032,2319019.81,2277773.71861
2033,2328496.24607,2281778.79025
2034,2354338.75642,2301792.64156
2035,2353359.77527,2296943.10095
2036,2370509.20413,2308319.30057
