year,Base case diesel consumed,Modeled residential energy efficiency
2017,274229.614974,203318.225861
2018,271981.786911,201070.397798
2019,271981.786911,201070.397798
2020,270857.872879,199946.483766
2021,269733.958847,198822.569734
2022,267486.130784,196574.741671
2023,265238.302721,194326.913607
2024,262990.474657,192079.085544
2025,260742.646594,189831.257481
2026,258494.81853,187583.429417
2027,256246.990467,185335.601354
2028,253999.162404,183087.77329
2029,251751.33434,180839.945227
2030,250627.420308,179716.031195
2031,248379.592245,177468.203132
2032,245007.85015,174096.461037
2033,239388.279991,168476.890878
2034,236016.537896,165105.148783
2035,231520.881769,160609.492656
2036,227025.225643,156113.83653
