year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,148132.3783,109617.959942
2018,148132.3783,109617.959942
2019,148132.3783,109617.959942
2020,148132.3783,109617.959942
2021,148132.3783,109617.959942
2022,148132.3783,109617.959942
2023,148132.3783,109617.959942
2024,148132.3783,109617.959942
2025,148132.3783,109617.959942
2026,148132.3783,109617.959942
2027,148132.3783,109617.959942
2028,148132.3783,109617.959942
2029,148132.3783,109617.959942
2030,148132.3783,109617.959942
2031,148132.3783,109617.959942
