year,Base case cost,Modeled biomass for heat (cordwood)
2017,228329.506981,243975.345521
2018,254696.306981,267999.828346
2019,289600.339122,299745.227624
2020,304221.151264,312727.018767
2021,316732.407295,323950.618209
2022,322981.728113,329194.754227
2023,326436.856286,331858.281057
2024,326136.489246,330842.302597
2025,329335.846095,333264.448508
2026,334134.954267,337155.870183
2027,337123.485086,339380.91382
2028,339169.224582,340738.497132
2029,336648.164391,337398.328353
2030,334492.740736,334636.239162
2031,335338.922373,334607.084494
2032,342375.148403,340773.996524
2033,346136.223192,343671.638471
2034,353890.261869,350499.278221
2035,358531.497899,354494.561642
2036,358550.542183,353667.002363
