year,Base case diesel consumed,Modeled residential energy efficiency
2017,59861.4004332,43648.8018008
2018,59861.4004332,43648.8018008
2019,59125.7704858,42913.1718534
2020,58390.1405385,42177.541906
2021,58390.1405385,42177.541906
2022,57654.5105911,41441.9119587
2023,56918.8806437,40706.2820113
2024,55447.620749,39235.0221166
2025,54711.9908017,38499.3921693
2026,53976.3608543,37763.7622219
2027,53240.730907,37028.1322745
2028,52505.1009596,36292.5023272
2029,50298.2111175,34085.6124851
2030,48826.9512228,32614.3525904
2031,47355.6913281,31143.0926957
2032,47355.6913281,31143.0926957
2033,46620.0613807,30407.4627483
2034,46620.0613807,30407.4627483
2035,46620.0613807,30407.4627483
2036,45148.801486,28936.2028536
