year,Base case cost,Modeled non-residential energy efficiency
2017,301546.635016,289300.396373
2018,311190.115762,297277.649905
2019,324663.327926,308938.448832
2020,331004.42397,313839.523408
2021,335583.385811,317119.48119
2022,338959.731748,319260.319905
2023,341249.212668,320415.663474
2024,343201.058994,321276.479502
2025,345564.50115,322533.749039
2026,348529.251258,324395.867621
2027,350818.732178,325643.414167
2028,352844.53974,326649.003491
2029,355471.655254,328257.877996
2030,357085.866987,328932.248605
2031,360050.617094,330900.462621
