year,Base case cost,Modeled non-residential energy efficiency
2017,541077.737025,563203.025184
2018,567867.556033,585850.316541
2019,603930.773928,617053.920926
2020,621447.194049,631280.213183
2021,633811.725899,640821.607491
2022,642054.747132,646622.738102
2023,648237.013057,650573.913435
2024,653388.901328,653619.814812
2025,659571.167253,657650.796646
2026,666783.810832,662665.934786
2027,672966.076757,666773.026018
2028,678117.965027,669971.189034
2029,685330.608606,675096.514211
2030,689452.119223,677419.909278
2031,696664.762802,682614.455562
