year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,70450.344021,52133.2545755
2018,70450.344021,52133.2545755
2019,70450.344021,52133.2545755
2020,70450.344021,52133.2545755
2021,70450.344021,52133.2545755
2022,70450.344021,52133.2545755
2023,70450.344021,52133.2545755
2024,70450.344021,52133.2545755
2025,70450.344021,52133.2545755
2026,70450.344021,52133.2545755
2027,70450.344021,52133.2545755
2028,70450.344021,52133.2545755
2029,70450.344021,52133.2545755
2030,70450.344021,52133.2545755
2031,70450.344021,52133.2545755
