year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11937.56,307878.72,317348.92,6888.62,233199.02,179743.41
2018,12721.34,326195.81,333730.65,7180.43,241671.75,186273.96
2019,13735.9,350853.43,361887.19,7548.39,253077.35,197737.2
2020,14277.9,362829.99,372782.09,7753.33,258617.21,202065.67
2021,14674.73,371284.03,380472.61,7905.13,262527.7,205121.06
2022,14931.43,376920.06,392103.81,8001.82,265134.69,209957.42
2023,15132.78,381147.08,396013.93,8078.92,267089.94,211505.75
2024,15301.93,384669.59,399272.37,8143.8,268719.31,212796.04
2025,15507.03,388896.61,403182.49,8222.65,270674.55,214344.38
2026,15808.51,393828.14,414507.93,8347.3,272955.67,219032.78
2027,16065.58,398055.16,418482.91,8453.08,274910.92,220601.76
2028,16265.8,401577.68,421795.39,8533.64,276540.29,221909.25
2029,16524.96,406509.2,433391.08,8635.08,278821.41,226683.67
2030,16702.11,409327.21,436084.31,8708.08,280124.91,227743.43
2031,16958.47,414258.74,440797.46,8807.63,282406.03,229597.99
2032,17230.56,419190.26,445510.61,8915.09,284687.14,231452.56
2033,17537.92,424826.29,458136.34,9035.74,287294.14,236605.46
2034,17850.46,430462.32,463609.28,9158.7,289901.13,238752.49
2035,18117.39,433280.33,473714.75,9276.73,291204.63,242900.7
2036,18443.8,438916.36,479274.16,9406.06,293811.62,245075.25
2037,18650.07,442438.88,482748.8,9487.85,295440.99,246434.35
2038,19149.49,448074.9,495904.23,9704.27,298047.99,251755.86
2039,19442.22,452301.92,507799.52,9824.56,300003.23,256575.01
2040,19884.41,458642.45,522006.61,10005.97,302936.1,262281.88
