year,Base case cost,Modeled non-residential energy efficiency
2017,1453788.71031,1478326.99461
2018,1518055.60869,1536429.00427
2019,1606422.59396,1618775.5904
2020,1648597.74603,1655071.44643
2021,1676714.51407,1677446.71445
2022,1700814.60096,1695939.86771
2023,1714872.98499,1704522.73061
2024,1728931.36901,1713233.92605
2025,1742989.75303,1722070.44621
2026,1761064.8182,1735046.03493
2027,1777131.54279,1746132.80208
2028,1791189.92681,1755327.94642
2029,1809264.99198,1768653.75406
2030,1819306.69486,1774057.51016
2031,1839390.1006,1789611.67097
