year,Base case cost,Modeled biomass for heat (cordwood)
2017,536492.527164,661141.0462
2018,600759.407164,705727.047336
2019,689126.367164,768201.762564
2020,731301.507164,796588.72165
2021,759418.267164,814646.286116
2022,783518.347164,829797.898785
2023,797576.727164,837587.070849
2024,811635.107164,845437.316346
2025,825693.487164,853347.203859
2026,843768.547164,864285.327442
2027,859835.267164,873795.334144
2028,873893.647164,881875.89085
2029,891968.707164,892980.683563
2030,902010.407164,898198.465206
2031,922093.807164,910892.957842
2032,,
2033,,
2034,,
2035,,
2036,,
