year,Base case cost,Modeled residential energy efficiency
2017,1362861.36324,1704609.48165
2018,1422018.14326,1749646.49857
2019,1485555.83378,1797551.67429
2020,1528033.32769,1827939.77969
2021,1563197.70501,1852239.16042
2022,1588803.33659,1867476.20128
2023,1604849.07976,1874078.71129
2024,1613144.79624,1873128.79654
2025,1625399.74892,1876331.08857
2026,1640097.09732,1881875.01887
2027,1661724.33571,1894677.47298
2028,1686382.3871,1910835.06062
2029,1656457.30407,1872295.81426
2030,1633581.28673,1841555.43653
2031,1628504.47912,1828058.6306
2032,1663864.30061,1855306.50894
2033,1709298.26488,1892643.54894
2034,1755373.92704,1930778.16723
2035,1781134.89667,1949184.12791
2036,1794788.65679,1955053.12769
