year,Base case diesel consumed,Modeled residential energy efficiency
2017,108082.644852,93622.3809482
2018,110890.073108,96429.8092033
2019,112494.317825,98034.0539205
2020,114499.623721,100039.359817
2021,116504.929618,102044.665714
2022,117708.113156,103247.849251
2023,118510.235514,104049.97161
2024,118510.235514,104049.97161
2025,118911.296694,104451.032789
2026,119312.357873,104852.093969
2027,120515.541411,106055.277507
2028,122119.786128,107659.522224
2029,118109.174335,103648.910431
2030,115301.74608,100841.482176
2031,113697.501363,99237.2374584
2032,116103.868438,101643.604534
2033,119312.357873,104852.093969
2034,122520.847307,108060.583403
2035,124125.092024,109664.82812
2036,124125.092024,109664.82812
