year,Base case cost,Modeled water and wastewater efficiency
2017,31601.5410815,78501.3001789
2018,34483.6636797,79045.585802
2019,38286.9998513,80216.9028575
2020,40198.6057868,80189.2865794
2021,41566.1767257,79838.6297229
2022,42689.4136033,79356.3045714
2023,43362.1088789,78608.8423636
2024,43966.2660043,77843.0364752
2025,44586.6929062,77115.3216822
2026,45401.748449,76541.180571
2027,46208.4721108,75989.1427693
2028,46957.2438409,75425.2310082
2029,47289.115437,74602.5708959
2030,47400.1321853,73663.1408496
2031,48073.2129055,73115.7081354
