year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31255.86,203458.36,177654.75,23119.86,226956.67,309011.75
2018,33159.93,215747.37,190821.06,24084.97,235984.52,324615.99
2019,35768.99,232587.87,207969.85,25404.37,248356.02,345120.07
2020,36980.36,240325.4,218300.77,26043.94,254040.23,356584.79
2021,37844.23,245787.18,227001.56,26518.39,258052.61,365838.95
2022,38495.64,249883.52,234728.53,26883.09,261061.89,373769.6
2023,38936.74,252614.41,241417.95,27144.17,263068.08,380334.48
2024,39306.61,254890.15,243359.62,27367.55,264739.91,382751.55
2025,39750.03,257621.05,250169.41,27634.16,266746.1,389396.22
2026,40349.44,261262.23,262405.59,28010.71,269421.02,400864.55
2027,40797.31,263993.13,269441.96,28288.13,271427.21,407659.41
2028,41175.59,266268.87,276139.57,28532.33,273099.03,414003.71
2029,41695.34,269454.91,283769.61,28847.84,275439.58,421418.09
2030,42004.67,271275.5,290185.09,29060.19,276777.04,427349.37
2031,42608.5,274916.69,303185.99,29445.4,279451.96,439324.59
