year,Base case cost,Modeled residential energy efficiency
2017,486666.498041,500949.403135
2018,515437.053572,527644.062286
2019,553089.920069,562795.465572
2020,574885.557261,583001.585964
2021,592840.514426,599609.509082
2022,608498.127992,614072.915239
2023,621752.431703,626285.392262
2024,626111.168986,629665.048524
2025,639565.631182,642113.55065
2026,663270.142434,664740.207742
2027,677101.373544,677599.683909
2028,690143.275397,689730.934186
2029,705187.700791,703791.625448
2030,717534.465616,715304.194432
2031,742510.571951,739283.076259
