year,Base case diesel consumed,Modeled diesel efficiency
2019,66097.7279028,60088.843548
2020,66332.3943924,60302.1767204
2021,66645.2830452,60586.6209502
2022,66801.7273716,60728.8430651
2023,67036.3938612,60942.1762375
2024,67271.0603508,61155.5094098
2025,67505.7268404,61368.8425822
2026,67896.8376564,61724.3978695
2027,68131.504146,61937.7310418
2028,68366.1706356,62151.0642142
2029,68679.0592884,62435.508444
2030,68913.725778,62648.8416164
2031,69304.836594,63004.3969036
2032,69617.7252468,63288.8411334
2033,69852.3917364,63502.1743058
2034,70165.2803892,63786.6185356
2035,70556.3912052,64142.1738229
2036,70791.0576948,64355.5069952
2037,71025.7241844,64568.8401676
2038,71338.6128371,64853.2843974
