year,Base case diesel consumed,Modeled residential ashp
2017,5527.67056582,-29057.3589399
2018,5640.84025405,-28944.1892517
2019,5754.00994228,-28831.0195635
2020,5867.17963051,-28717.8498752
2021,5980.34931874,-28604.680187
2022,6093.51900697,-28491.5104988
2023,6206.6886952,-28378.3408106
2024,6206.6886952,-28378.3408106
2025,6319.85838343,-28265.1711223
2026,6546.1977599,-28038.8317459
2027,6659.36744813,-27925.6620576
2028,6772.53713636,-27812.4923694
2029,6885.70682459,-27699.3226812
2030,6998.87651282,-27586.1529929
2031,7225.21588928,-27359.8136165
