year,Base case cost,Modeled solar power (pv)
2016,124902.021309,132270.385765
2017,149154.020787,155927.997719
2018,167292.17599,173583.720204
2019,192344.388197,198051.948482
2020,204303.774729,209658.625924
2021,213264.905745,218329.005763
2022,219777.683053,224589.866314
2023,224571.919435,229170.111982
2024,228721.605193,233121.514071
2025,233569.814868,237765.625551
2026,240354.805304,244330.358185
2027,245273.414926,249054.584544
2028,249536.52282,253138.251019
2029,255486.100553,258892.250972
2030,259115.608925,262361.246148
2031,266130.572521,269179.371646
2032,272901.482967,275757.993391
2033,278711.043028,281389.637269
2034,286274.343988,288759.542664
2035,291397.895677,293733.168843
