year,Base case diesel consumed,Modeled residential ashp
2017,2130718.23885,-8660785.06964
2018,2143707.74958,-8647795.55891
2019,2153233.39078,-8638269.91771
2020,2161893.0646,-8629610.24389
2021,2170769.23027,-8620734.07822
2022,2176614.5101,-8614888.79839
2023,2179861.88778,-8611641.42071
2024,2183542.24916,-8607961.05934
2025,2184841.20023,-8606662.10826
2026,2186789.62684,-8604713.68165
2027,2190253.49637,-8601249.81213
2028,2193067.89036,-8598435.41813
2029,2184624.70838,-8606878.60011
2030,2178129.95302,-8613373.35548
2031,2174233.0998,-8617270.20869
